name,genre
84 Charing Cross Road,Biography
The Gate,Fantasy
Ernest Goes to Camp,Comedy
Aria,Comedy
Hamburger Hill,Action
Cherry 2000,Action
The Hidden,Horror
The Bedroom Window,Crime
Barfly,Comedy
Maid to Order,Fantasy
Blind Date,Comedy
Au Revoir les Enfants,Drama
"Rita, Sue and Bob Too",Comedy
Hope and Glory,Comedy
No Man's Land,Crime
Ishtar,Action
Tough Guys Don't Dance,Comedy
Stakeout,Action
Babette's Feast,Drama
The Garbage Pail Kids Movie,Adventure
Radio Days,Comedy
Bagdad Cafe,Comedy
Project X,Comedy
Three O'Clock High,Comedy
The Barbarians,Action
North Shore,Action
The Believers,Crime
House II: the Second Story,Comedy
Death Wish 4: The Crackdown,Action
House of Games,Crime
Cry Freedom,Biography
Man on Fire,Action
Assassination,Action
The Pick-up Artist,Comedy
Back to the Beach,Comedy
Someone to Watch Over Me,Crime
Born in East L.A.,Comedy
Ironweed,Drama
Who's That Girl,Comedy
Extreme Prejudice,Action
Matewan,Drama
Pelle the Conqueror,Drama
Suspect,Crime
The Fourth Protocol,Thriller
The Chipmunk Adventure,Animation
The Allnighter,Comedy
Prom Night II,Horror
Hiding Out,Comedy
White Water Summer,Adventure
Made in Heaven,Comedy
Best Seller,Action
Date with an Angel,Comedy
Hunk,Comedy
Real Men,Action
Critical Condition,Comedy
A Month in the Country,Drama
Outrageous Fortune,Comedy
Like Father Like Son,Comedy
Steel Dawn,Action
Tin Men,Comedy
The Big Town,Drama
Light of Day,Drama
Prison,Crime
Wish You Were Here,Comedy
Gandahar,Animation
Street Smart,Crime
The Curse,Horror
The House on Carroll Street,Thriller
The Whales of August,Drama
Prick Up Your Ears,Biography
The Principal,Action
American Ninja 2: The Confrontation,Action
Housekeeping,Comedy
A Prayer for the Dying,Action
Slam Dance,Crime
Rampage,Drama
The Sicilian,Action
"Silent Night, Deadly Night Part 2",Horror
Creepozoids,Horror
The Outing,Horror
Nightflyers,Horror
Fatal Beauty,Action
Siesta,Drama
Leonard Part 6,Action
Boyfriends and Girlfriends,Comedy
White Mischief,Crime
White of the Eye,Horror
Hot Pursuit,Comedy
Hollywood Shuffle,Comedy
The Dead,Drama
Gardens of Stone,Drama
Nuts,Drama
Four Adventures of Reinette and Mirabelle,Comedy
Walk Like a Man,Comedy
Cross My Heart,Comedy
Walker,Biography
Malone,Action
Making Mr. Right,Comedy
Return to Horror High,Comedy
Straight to Hell,Action
Hello Again,Comedy
Promised Land,Drama
Dead of Winter,Drama
"No Retreat, No Surrender 2",Adventure
My Demon Lover,Comedy
China Girl,Crime
Five Corners,Crime
The Squeeze,Action
Nadine,Comedy
Personal Services,Comedy
Cyclone,Action
Three for the Road,Drama
Little Dorrit,Drama
The Year My Voice Broke,Drama
The Belly of an Architect,Drama
Pass the Ammo,Comedy
In the Mood,Comedy
Surrender,Comedy
Intervista,Comedy
Square Dance,Drama
Shy People,Drama
A Man in Love,Drama
Disorderlies,Comedy
Anguish,Horror
September,Drama
Oci ciornie,Comedy
Burglar,Comedy
The Kindred,Horror
Julia and Julia,Drama
Russkies,Drama
"Sister, Sister",Drama
From the Hip,Comedy
Death Before Dishonor,Action
Cold Steel,Action
Million Dollar Mystery,Comedy
The Glass Menagerie,Drama
Anna,Drama
Die Hard,Action
Midnight Run,Action
Beetlejuice,Comedy
Big,Comedy
Rain Man,Drama
Running on Empty,Crime
They Live,Action
Willow,Action
Crocodile Dundee II,Action
Heathers,Comedy
Coming to America,Comedy
Who Framed Roger Rabbit,Animation
Mystic Pizza,Comedy
Akira,Animation
Cinema Paradiso,Drama
Mississippi Burning,Crime
Child's Play,Fantasy
Twins,Comedy
The Naked Gun: from the Files of Police Squad!,Comedy
The Great Outdoors,Comedy
Cocktail,Comedy
My Neighbor Totoro,Animation
Young Guns,Action
A Fish Called Wanda,Comedy
Working Girl,Comedy
Bloodsport,Action
The Last Temptation of Christ,Drama
Married to the Mob,Comedy
The Land Before Time,Animation
Rambo III,Action
The Accused,Crime
Dangerous Liaisons,Drama
Earth Girls Are Easy,Comedy
Hairspray,Comedy
Dead Ringers,Drama
Bull Durham,Comedy
The Big Blue,Adventure
The Unbearable Lightness of Being,Drama
The Blob,Horror
Oliver & Company,Animation
Two Moon Junction,Drama
Beaches,Comedy
Red Heat,Action
A Nightmare on Elm Street 4: The Dream Master,Horror
The Accidental Tourist,Drama
The Adventures of Baron Munchausen,Adventure
Killer Klowns from Outer Space,Comedy
Halloween 4: The Return of Michael Myers,Horror
Elvira: Mistress of the Dark,Comedy
Mac and Me,Adventure
Above the Law,Action
Scrooged,Comedy
The Dead Pool,Action
I'm Gonna Git You Sucka,Action
Pumpkinhead,Fantasy
Dirty Rotten Scoundrels,Comedy
Friday the 13th Part VII: the New Blood,Horror
License to Drive,Comedy
Hellbound: Hellraiser II,Horror
Frantic,Crime
Colors,Action
My Stepmother Is an Alien,Comedy
A Cry in the Dark,Biography
The Lair of the White Worm,Comedy
High Spirits,Comedy
Vampire's Kiss,Comedy
Return of the Living Dead II,Comedy
The New Adventures of Pippi Longstocking,Adventure
Eight Men Out,Drama
Stand and Deliver,Biography
Maniac Cop,Action
Women on the Verge of a Nervous Breakdown,Comedy
She's Having a Baby,Comedy
Police Academy 5: Assignment: Miami Beach,Comedy
Tequila Sunrise,Crime
Night of the Demons,Comedy
Biloxi Blues,Comedy
Shag,Comedy
Cocoon: the Return,Adventure
Poltergeist III,Horror
Waxwork,Comedy
Funny Farm,Comedy
As Tears Go By,Crime
Fright Night Part 2,Comedy
Caddyshack II,Comedy
School Daze,Comedy
Johnny Be Good,Comedy
Taffin,Action
Short Circuit 2,Comedy
The Serpent and the Rainbow,Fantasy
A Night in the Life of Jimmy Reardon,Comedy
The Presidio,Action
Big Business,Comedy
Monkey Shines,Drama
The Seventh Sign,Drama
Time of the Gypsies,Comedy
Masquerade,Drama
Phantasm II,Action
Tucker: The Man and His Dream,Biography
Action Jackson,Action
"Bright Lights, Big City",Drama
Shoot to Kill,Action
The Beast of War,Adventure
Lady in White,Fantasy
Gorillas in the Mist,Biography
Alien Nation,Action
Betrayed,Crime
Miracle Mile,Action
Buster,Comedy
Big Top Pee-wee,Adventure
For Keeps?,Comedy
Appointment with Death,Crime
Some Girls,Comedy
Critters 2,Comedy
Dead Heat,Action
Talk Radio,Drama
Satisfaction,Comedy
The Bear,Adventure
The Milagro Beanfield War,Comedy
18 Again!,Comedy
Vice Versa,Comedy
Fresh Horses,Drama
Bat*21,Drama
Casual Sex?,Comedy
Jack's Back,Crime
Bird,Biography
Stealing Home,Drama
Salaam Bombay!,Crime
Young Einstein,Comedy
Punchline,Comedy
Return to Snowy River,Adventure
Moving,Comedy
And God Created Woman,Comedy
High Hopes,Comedy
Little Nikita,Drama
Camille Claudel,Biography
Torch Song Trilogy,Comedy
Vibes,Adventure
36 fillette,Romance
D.O.A.,Mystery
Braddock: Missing in Action III,Action
Red Scorpion,Action
Drowning by Numbers,Comedy
Watchers,Action
Rocket Gibraltar,Drama
The Unholy,Horror
Not of This Earth,Comedy
A New Life,Comedy
1969,Drama
Arthur 2: on the Rocks,Comedy
Messenger of Death,Action
Memories of Me,Comedy
Chocolat,Drama
The Couch Trip,Comedy
Without a Clue,Comedy
Bad Dreams,Horror
Another Woman,Drama
Paperhouse,Drama
Sunset,Crime
Cop,Crime
Pulse,Horror
Stormy Monday,Crime
Heart of Midnight,Drama
Switching Channels,Comedy
Miles from Home,Action
Clean and Sober,Drama
Crossing Delancey,Comedy
Things Change,Comedy
Kansas,Crime
Hot to Trot,Comedy
Shakedown,Action
976-EVIL,Comedy
Pascali's Island,Drama
Everybody's All-American,Drama
Heartbreak Hotel,Comedy
The Chocolate War,Drama
It Takes Two,Comedy
Iron Eagle II,Action
Party Line,Thriller
The Kiss,Drama
Spellbinder,Drama
Patty Hearst,Biography
A Handful of Dust,Drama
Criminal Law,Crime
A Summer Story,Drama
Platoon Leader,Drama
The Girl in a Swing,Drama
Permanent Record,Drama
Hero and the Terror,Action
Illegally Yours,Comedy
Track 29,Drama
"Distant Voices, Still Lives",Drama
Ernest Saves Christmas,Comedy
Feds,Comedy
Moon Over Parador,Comedy
Salome's Last Dance,Biography
Off Limits,Action
Tapeheads,Comedy
Apartment Zero,Drama
The Good Mother,Drama
Indiana Jones and the Last Crusade,Action
Road House,Action
Batman,Action
Bill & Ted's Excellent Adventure,Adventure
Field of Dreams,Drama
Dead Poets Society,Comedy
The Little Mermaid,Animation
The Abyss,Adventure
Back to the Future Part II,Adventure
Do the Right Thing,Comedy
"Honey, I Shrunk the Kids",Adventure
Turner & Hooch,Comedy
Weekend at Bernie's,Adventure
The Karate Kid Part III,Action
"Sex, Lies, and Videotape",Drama
When Harry Met Sally...,Comedy
Major League,Comedy
Steel Magnolias,Comedy
Pet Sematary,Fantasy
Uncle Buck,Comedy
Ghostbusters II,Action
Tango & Cash,Action
Born on the Fourth of July,Biography
Glory,Biography
Parenthood,Comedy
Lethal Weapon 2,Action
National Lampoon's Christmas Vacation,Comedy
The 'Burbs,Comedy
Say Anything,Comedy
License to Kill,Action
Shirley Valentine,Comedy
Harlem Nights,Comedy
Lock Up,Action
"The Cook, the Thief, His Wife & Her Lover",Crime
Warlock,Action
"See No Evil, Hear No Evil",Comedy
Casualties of War,Action
The Package,Action
My Left Foot,Biography
The War of the Roses,Comedy
Wild Orchid,Drama
Little Monsters,Adventure
The Wizard,Adventure
UHF,Comedy
Look Who's Talking,Comedy
Star Trek V: The Final Frontier,Action
Tie Me Up! Tie Me Down!,Comedy
All Dogs Go to Heaven,Animation
Cyborg,Action
Always,Drama
Leviathan,Adventure
Best of the Best,Action
Dead Calm,Horror
Kickboxer,Action
Black Rain,Action
Troop Beverly Hills,Adventure
Driving Miss Daisy,Drama
Drugstore Cowboy,Crime
A Nightmare on Elm Street 5: The Dream Child,Fantasy
Dream a Little Dream,Comedy
Halloween 5: The Revenge of Michael Myers,Horror
DeepStar Six,Action
Sea of Love,Crime
Skin Deep,Comedy
K-9,Action
Lean on Me,Drama
Henry V,Action
She's Out of Control,Comedy
Friday the 13th Part VIII: Jason Takes Manhattan,Adventure
Teen Witch,Comedy
Valmont,Drama
Scandal,Drama
The Fabulous Baker Boys,Comedy
Shocker,Comedy
Next of Kin,Action
The Fly II,Drama
She-Devil,Comedy
Mystery Train,Comedy
Blaze,Biography
The Rainbow,Action
Gleaming the Cube,Action
Fletch Lives,Comedy
Communion,Biography
Erik the Viking,Comedy
Crimes and Misdemeanors,Comedy
An Innocent Man,Action
Let It Ride,Comedy
Loverboy,Comedy
Kill Me Again,Action
The Gods Must Be Crazy II,Comedy
Millennium,Drama
Chances Are,Comedy
The Dream Team,Comedy
Last Exit to Brooklyn,Drama
Little Nemo: Adventures in Slumberland,Animation
Kinjite: Forbidden Subjects,Action
Great Balls of Fire!,Biography
New York Stories,Comedy
Cousins,Comedy
Blind Fury,Action
The Return of Swamp Thing,Action
The January Man,Action
We're No Angels,Comedy
Johnny Handsome,Crime
Who's Harry Crumb?,Comedy
The Mighty Quinn,Action
Fat Man and Little Boy,Biography
Police Academy 6: City Under Siege,Comedy
Her Alibi,Comedy
The Blood of Heroes,Action
Pink Cadillac,Action
Three Fugitives,Action
Robot Jox,Action
No Holds Barred,Action
Family Business,Crime
Wicked Stepmother,Comedy
Chattahoochee,Biography
Stepfather II: Make Room for Daddy,Horror
Eddie and the Cruisers II: Eddie Lives!,Drama
The Big Picture,Comedy
Parents,Comedy
Jacknife,Drama
Dad,Comedy
Speed Zone,Action
How to Get Ahead in Advertising,Comedy
Lisa,Drama
Out Cold,Comedy
Longtime Companion,Drama
Happily Ever After,Animation
Heart of Dixie,Drama
Tap,Comedy
A Dry White Season,Drama
The Phantom of the Opera,Drama
The Experts,Comedy
Triumph of the Spirit,Biography
The Unbelievable Truth,Comedy
True Believer,Crime
The Horror Show,Horror
The Tall Guy,Comedy
The Toxic Avenger Part II,Action
Dead Bang,Action
Music Box,Crime
Gross Anatomy,Drama
Violent Cop,Action
Renegades,Action
Sing,Drama
Sweetie,Comedy
Listen to Me,Drama
Miss Firecracker,Comedy
The Rachel Papers,Drama
Wired,Biography
Lost Angels,Drama
Jesus of Montreal,Drama
Rooftops,Action
After Midnight,Horror
Disorganized Crime,Action
Slaves of New York,Comedy
Damned River,Action
My Twentieth Century,Comedy
Scenes from the Class Struggle in Beverly Hills,Comedy
The Terror Within,Horror
Farewell to the King,Action
See You in the Morning,Drama
"I, Madman",Fantasy
Immediate Family,Drama
In Country,Drama
Winter People,Drama
"Enemies, A Love Story",Comedy
American Ninja 3: Blood Hunt,Action
Physical Evidence,Crime
Worth Winning,Comedy
Edge of Sanity,Horror
Brenda Starr,Adventure
How I Got Into College,Comedy
Mortal Passions,Crime
Old Gringo,Adventure
Relentless,Crime
Cheetah,Adventure
Monsieur Hire,Crime
Prancer,Drama
Too Beautiful for You,Comedy
Getting It Right,Comedy
Rude Awakening,Comedy
Cookie,Comedy
Bloodhounds of Broadway,Comedy
The Toxic Avenger Part III: The Last Temptation of Toxie,Action
River of Death,Action
Staying Together,Comedy
Fast Food,Comedy
Martians Go Home,Comedy
Night Game,Crime
Romero,Biography
84C MoPic,Drama
Rosalie Goes Shopping,Comedy
True Love,Comedy
Second Sight,Comedy
A Chorus of Disapproval,Comedy
The Lemon Sisters,Comedy
Breaking In,Adventure
Crack House,Action
Goodfellas,Biography
The Godfather: Part III,Crime
Total Recall,Action
Pretty Woman,Comedy
Home Alone,Comedy
Ghost,Drama
Dances with Wolves,Adventure
Tremors,Comedy
Die Hard 2,Action
Misery,Drama
Kindergarten Cop,Action
The Bonfire of the Vanities,Comedy
Teenage Mutant Ninja Turtles,Action
Edward Scissorhands,Drama
The Hunt for Red October,Action
Dick Tracy,Action
Awakenings,Biography
The Handmaid's Tale,Drama
Wild at Heart,Comedy
Predator 2,Action
RoboCop 2,Action
The Witches,Adventure
Jacob's Ladder,Drama
Back to the Future Part III,Adventure
Darkman,Action
The Hot Spot,Crime
Cry-Baby,Comedy
Presumed Innocent,Mystery
Arachnophobia,Comedy
Days of Thunder,Action
King of New York,Crime
Gremlins 2: The New Batch,Comedy
Rocky V,Drama
Young Guns II,Action
Miller's Crossing,Crime
Revenge,Action
Lord of the Flies,Adventure
Nikita,Action
Mermaids,Comedy
Child's Play 2,Horror
Joe Versus the Volcano,Comedy
Slacker,Comedy
Flatliners,Drama
Days of Being Wild,Crime
The Exorcist III,Drama
Quigley Down Under,Action
Nightbreed,Action
The Two Jakes,Crime
Lionheart,Action
Internal Affairs,Crime
Three Men and a Little Lady,Comedy
Problem Child,Comedy
The Grifters,Crime
My Blue Heaven,Comedy
The Rescuers Down Under,Animation
House Party,Comedy
Another 48 Hrs.,Action
Night of the Living Dead,Horror
Pacific Heights,Thriller
Postcards from the Edge,Comedy
Henry & June,Biography
Hard to Kill,Action
Pump Up the Volume,Comedy
Hamlet,Drama
The NeverEnding Story II: The Next Chapter,Adventure
Men at Work,Action
Leatherface: Texas Chainsaw Massacre III,Horror
Reversal of Fortune,Biography
Frankenhooker,Comedy
State of Grace,Action
Bird on a Wire,Action
Memphis Belle,Action
The Adventures of Ford Fairlane,Action
Marked for Death,Action
Slumber Party Massacre III,Comedy
Dreams,Drama
Air America,Action
I Love You to Death,Comedy
Class of 1999,Action
Death Warrant,Action
White Palace,Drama
Close-Up,Biography
Quick Change,Comedy
Hardware,Sci-Fi
Mr. Destiny,Comedy
The Freshman,Comedy
Blue Steel,Action
The Krays,Biography
Navy Seals,Action
Graveyard Shift,Horror
The Sheltering Sky,Adventure
Dark Angel,Action
The Comfort of Strangers,Drama
Mo' Better Blues,Drama
"Welcome Home, Roxy Carmichael",Comedy
Bad Influence,Drama
Look Who's Talking Too,Comedy
Rosencrantz & Guildenstern Are Dead,Comedy
Tales from the Darkside: The Movie,Comedy
The Rookie,Action
Green Card,Comedy
Metropolitan,Comedy
Europa Europa,Drama
Cyrano de Bergerac,Comedy
Almost an Angel,Comedy
Everybody Wins,Drama
Truly Madly Deeply,Comedy
Havana,Drama
DuckTales the Movie: Treasure of the Lost Lamp,Animation
The Russia House,Drama
Life Is Sweet,Comedy
Jetsons: The Movie,Animation
White Hunter Black Heart,Adventure
Avalon,Drama
Narrow Margin,Action
Cadillac Man,Comedy
Taking Care of Business,Comedy
Texasville,Drama
The Guardian,Drama
Repossessed,Comedy
Fire Birds,Action
Miami Blues,Comedy
The Field,Drama
"After Dark, My Sweet",Crime
Alice,Comedy
Side Out,Comedy
The First Power,Crime
Delta Force 2: the Colombian Connection,Action
Desperate Hours,Action
Ju Dou,Drama
Cadence,Drama
Brain Dead,Horror
The Hairdresser's Husband,Comedy
Ernest Goes to Jail,Comedy
Madhouse,Comedy
A Cry in the Wild,Action
The Long Walk Home,Drama
Mountains of the Moon,Adventure
Two Evil Eyes,Horror
Mr. & Mrs. Bridge,Drama
Trust,Comedy
Crazy People,Comedy
A Shock to the System,Comedy
The Boyfriend School,Comedy
Roger Corman's Frankenstein Unbound,Drama
Nuns on the Run,Comedy
Q&A,Crime
An Angel at My Table,Biography
Stanley & Iris,Drama
Flashback,Action
Men Don't Leave,Comedy
Ski Patrol,Action
Ghost Dad,Comedy
Book of Love,Comedy
Hidden Agenda,Drama
Everybody's Fine,Drama
Spaced Invaders,Adventure
Meet the Applegates,Comedy
Betsy's Wedding,Comedy
Def by Temptation,Horror
Heart Condition,Comedy
My Father's Glory,Adventure
Vincent & Theo,Biography
Streets,Action
Stella,Drama
The Forbidden Dance,Drama
Loose Cannons,Action
A Tale of Springtime,Comedy
To Sleep with Anger,Drama
Where the Heart Is,Comedy
Love at Large,Comedy
Boiling Point,Action
Downtown,Action
Short Time,Comedy
American Ninja 4: The Annihilation,Action
Gate 2: The Trespassers,Fantasy
Come See the Paradise,Drama
The Garden,Drama
Lambada,Drama
The Shrimp on the Barbie,Comedy
May Fools,Comedy
The Last of the Finest,Action
Strangers in Good Company,Drama
Opportunity Knocks,Comedy
Funny About Love,Comedy
Graffiti Bridge,Drama
Coupe de Ville,Comedy
Sibling Rivalry,Comedy
Vital Signs,Drama
Body Chemistry,Drama
The Haunting of Morella,Horror
The Fourth War,Drama
Tune in Tomorrow...,Comedy
Impulse,Crime
La discrète,Drama
Heaven and Earth,Action
Crossing the Line,Crime
Mindwalk,Drama
The Nasty Girl,Comedy
Archangel,Comedy
Terminator 2: Judgment Day,Action
Point Break,Action
The Silence of the Lambs,Crime
